FID,CLASS,ROUTE_NO,SEG_NO,NAME,DATA_SRC,DESIG,EDITDATE,STATUS,STATCODE,DESC_SEG,,,,,TRAILROUTE,SUBDIST,Meters,Miles,Publish,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,ISEXTANT,CREATEDATE,CREATEUSER,EDITUSER,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYERROR,LOCATIONID,FEATUREID,GEOMETRYID,NOTES,INPLACES,PLACESID,GlobalID,SHAPE_Length
261,1,152,7,Ptarmigan,Trimble Pro XRS, ,20050809,dGPS,PIT,Iceberg Lake Tr Jct, Ptarmigan Cutoff Tr Jct,,,,T-152,Chief Mountain,3946,2.45,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46580,,{A8DD738C-49E3-467B-83AD-CE8285A9D9DC},,Yes,,{EF6CD9D9-F34B-4BE1-90A8-F417742FA55C},0.04549795
262,1,157,2,Swiftcurrent Pass,Trimble Pro XRS, ,20050809,dGPS,SPT,Ptarmigan Cutoff Tr Jct, Horse/Foot Trail Jct,,,,T-157,Chief Mountain,102,0.06,Yes,Swiftcurrent Pass,,Swiftcurrent Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46585,,{85E66343-BB03-4515-8D64-EA19465EFA37},,Yes,,{0B3DD607-A4FD-46DD-BA8E-8C7756B93010},0.000976753
263,1,157,2,Swiftcurrent Pass,Trimble Pro XRS, ,20050809,dGPS,SPT,Ptarmigan Cutoff Tr Jct, Horse/Foot Trail Jct,,,,T-157,Chief Mountain,52,0.03,Yes,Swiftcurrent Pass,,Swiftcurrent Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46585,,{AB335D84-FD25-43CE-94F3-10C968E94ACE},,Yes,,{A7514DFD-6C1D-4107-9E79-0768A6157E22},0.000702099
264,1,272,1,Apgar Flats Horse,Trimble Pro XRS,No Horse Use Allowed,20050728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,716,0.44,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{F124D873-CB58-40BC-8815-0BB92C720D24},,Yes,,{C4DFE145-B124-48D9-94EE-135158F37009},0.008122165
265,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20050728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,422,0.26,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{B0A75219-F8A0-489A-9354-9706E5A3A8E5},,Yes,,{A34B9334-02D2-4682-AB41-C7D82385E725},0.004694508
266,1,272,1,Apgar Flats Horse,Trimble Pro XRS, ,20050728,dGPS, ,Apgar/Park Headquarters Area,,,,,T-272,Lake McDonald,156,0.1,Yes,Apgar Flats Horse,,Apgar Flats Horse,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46659,,{2021011B-12E8-48DB-86C7-B9841570814E},,Yes,,{5D8FBDA7-91BA-4265-982A-34A93B80F2E4},0.001993481
267,1,270,2,Apgar Bike Trail,Trimble Pro XRS,Paved trail,20050728,dGPS, ,Paved Bike Path HQ/Camel's Hump, Apgar VC,,,,T-270,Lake McDonald,450,0.28,Yes,Apgar Bike Trail,,Apgar Bike Trail,Park Trail,Existing,Asphalt,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46657,,{3A6173D1-C616-4800-B509-1F9973B45427},Apgar Bike Path,Yes,,{FD903E41-0B2F-4637-A8DA-41F855F7B6B4},0.004717583
268,1,6,4,Boulder Pass,Border Imagery 2009, ,20130109,Imagery,BPTG,Foot Upper Kintla L, Upper Kintla Lake CG,,,,T-006,North Fork,4591,2.85,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Border Imagery 2009,,,,44793,,{EB66D96F-7E75-4530-9807-C96BEB767E6D},,Yes,,{0E21052F-F440-47A1-8070-089D3C93CF47},0.051085363
269,1,152,7,Ptarmigan,DOQ 2002, ,20050812,Imagery,PIT,Ptarmigan Cutoff Tr Jct, Swiftcurrent Pass Tr Jct,,,,T-152,Chief Mountain,811,0.5,Yes,Ptarmigan,,Ptarmigan,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ 2002,,,,46580,,{5358ADD7-9993-4C38-A01F-A591AB2FA8F5},,Yes,,{46040210-2AB7-436D-BF18-9FB2B90A2E26},0.009655752
270,1,98,5,Two Med South Shore,Trimble Pro XRS, ,20050906,dGPS,SST,Two Med Boat Dock Tr Jct, Dawson Cutoff Jct,,,,T-098,Walton-Two Medicine,1010,0.63,Yes,Two Med South Shore,,Two Med South Shore,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46404,,{6A14DABC-B18A-48DF-82A0-D822B2960451},,Yes,,{67E8AE73-D7E2-4D86-A34B-B3A4B7001F4A},0.012879162
271,1,99,1,Dawson Pass,ESRI Imagery 2013, ,20130502,Imagery,DPT,Two Medicine CG, Dawson Cutoff Tr Jct,,,,T-099,Walton-Two Medicine,5003,3.11,Yes,Dawson Pass,,Dawson Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,ESRI Imagery 2013,,,,46405,,{4BB4A8D2-1E7E-4694-A21C-87AC0A954377},,Yes,,{EF1EDC0B-7E84-4628-A926-F0F0CA98AC14},0.061540486
272,1,265,1,Dawson Cutoff,Trimble Pro XRS, ,20050828,dGPS,DPT,Dawson Pass Tr, Two Med South Shore Tr,,,,T-265,Walton-Two Medicine,262,0.16,Yes,Dawson Cutoff,,Dawson Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46618,,{E2F8FBB3-4146-4B96-80C0-1ED78A60515D},,Yes,,{AF3F08E6-1911-4302-A4EB-623DAD40344A},0.00319064
273,1,267,1,Two Med Boat Dock,Trimble Pro XRS, ,20050828,dGPS,SST,Two Medicine South Shore, Boat Dock,,,,T-267,Walton-Two Medicine,165,0.1,Yes,Two Med Boat Dock,,Two Med Boat Dock,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46655,,{0A436A42-14C3-4F8E-AA54-C0B970BFDFC4},,Yes,,{8C9CF363-C633-4F6F-9FEC-4F4F2D9A2AA3},0.002032956
274,1,98,4,Two Med South Shore,Trimble Pro XRS, ,20050828,dGPS,SST,Two Medicine Pass Tr Jct, Two Med Boat Dock Tr Jct,,,,T-098,Walton-Two Medicine,1943,1.21,Yes,Two Med South Shore,,Two Med South Shore,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46404,,{7327C3AC-B307-4CD8-9655-EC79B04EC034},,Yes,,{07E42B83-417A-4B0E-B61E-A1938331AE6E},0.022046431
275,1,98,8,Two Med South Shore,Trimble Pro XRS, ,20050828,dGPS,UTM,Paradise Cr Horse Crossing,,,,,T-098,Walton-Two Medicine,667,0.41,Yes,Two Med South Shore,,Two Med South Shore,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46404,,{C904ED51-7551-4B01-B1BE-431F35BB3B0E},,Yes,,{953308CF-131E-4A18-ADFA-28DA87FBC5BA},0.008256189
276,1,98,3,Two Med South Shore,Trimble Pro XRS, ,20050828,dGPS,SST,Aster Park Tr Jct, Two Medicine Pass Tr Jct,,,,T-098,Walton-Two Medicine,2036,1.27,Yes,Two Med South Shore,,Two Med South Shore,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46404,,{E98B5BD7-7A64-487B-9A5C-6DBF1622D4E2},,Yes,,{3987BE97-F453-41A2-8CA4-3E63193AAFB5},0.023621536
277,1,98,2,Two Med South Shore,Trimble Pro XRS, ,20050828,dGPS,SST,Paradise Point Tr Jct, Aster Park Tr Jct,,,,T-098,Walton-Two Medicine,1482,0.92,Yes,Two Med South Shore,,Two Med South Shore,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46404,,{550F0162-64D8-4004-A512-08ACAFB27B11},,Yes,,{B66899A9-36DA-42FC-B728-5B2272E0C6D0},0.016874729
278,1,101,1,Aster Park,Trimble Pro XRS, ,20050828,dGPS,SST,Two Med South Shore Tr Jct, Trail End,,,,T-101,Walton-Two Medicine,1177,0.73,Yes,Aster Park,,Aster Park,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46407,,{69752891-02A5-4B40-BC5E-C9323DAAD710},,Yes,,{D412A280-F4AA-4E2D-80DC-7CC47F1190F1},0.012986091
279,1,98,1,Two Med South Shore,Trimble Pro XRS, ,20050828,dGPS,SST,TH, Paradise Point Tr Jct,,,,T-098,Walton-Two Medicine,373,0.23,Yes,Two Med South Shore,,Two Med South Shore,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46404,,{4F6720B0-D72A-4BB2-BBE2-CE89FC8A0C7F},,Yes,,{3748F08D-B6B7-4B88-8F78-278055307EA0},0.003984415
280,1,275,1,Paradise Point,Trimble Pro XRS, ,20050828,dGPS,SST,South Shore Two Medicine Tr Jct, Paradise Point,,,,T-275,Walton-Two Medicine,662,0.41,Yes,Paradise Point,,Paradise Point,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46662,,{1FF92293-C7F6-4BF5-B9F1-AA43B65832C8},,Yes,,{0A74370E-30A6-4843-A532-753D36BD694F},0.007573586
281,1,87,3,Two Medicine Pass,Trimble Geo Explorer II, ,20050908,dGPS,PCT,Cobalt Lake Spur Jct, Rockwell Falls,,,,T-087,Walton-Two Medicine,3547,2.2,Yes,Two Medicine Pass,,Two Medicine Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Geo Explorer II,,,,46394,,{DFCE60F6-2F19-498F-AB9B-81879F1BD791},,Yes,,{4DAE42A8-5AA2-4755-8D2C-E11D4A61FAA2},0.039383479
282,1,87,2,Two Medicine Pass,Trimble Pro XRS, ,20050908,dGPS,PCT,Two Medicine Pass, Cobalt Lake Spur Jct,,,,T-087,Walton-Two Medicine,4012,2.49,Yes,Two Medicine Pass,,Two Medicine Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46394,,{16F7AD24-829B-48A5-A0E9-D71B4CEF8F85},,Yes,,{465A9245-6366-4E01-8D28-94895CBECB04},0.047954337
283,1,151,1,Belly Ranger Station,DOQ 2004,Continental Divide Trail - alternate route,20050815,Imagery,ELT,Belly River RS, Old Belly River CG Jct,,,,T-151,Chief Mountain,314,0.19,Yes,Belly Ranger Station,,Belly Ranger Station,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ 2004,,,,46579,,{89C072C7-4C56-4B01-BDB6-B6164A4624E3},Continental Divide Trail - alternate route,Yes,,{8A258154-2C0B-45FC-A2D2-CC0727F75E5B},0.003219311
284,1,142,1,Cosley Lake Cutoff,2009 Border Imagery, ,20111007,Imagery,SIPT,Belly River RS, Bear Mountain Lookout Tr Jct,,,,T-142,Chief Mountain,3170,1.97,Yes,Cosley Lake Cutoff,,Cosley Lake Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46573,,{0DAD2EB6-C5C9-45A3-9FBD-2F2348367AFA},,Yes,,{DF647A2F-D459-49D8-82BE-C7AB22A4F350},0.038783583
285,1,266,1,Dry Fork,Trimble Pro XRS, ,20050913,dGPS,PPT,Two Medicine Entrance Station, Pitamakan Pass Tr,,,,T-266,Walton-Two Medicine,4426,2.75,Yes,Dry Fork,,Dry Fork,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46654,,{6B041BC1-1F51-4CBF-A275-3BFFC75285D3},,Yes,,{E2AE7AEC-7F3F-4120-9481-366CBEA06D7E},0.054799836
286,1,69,1,Harrison Creek,Trimble Pro XRS, ,20050923,dGPS,HLT,South Boundary Tr Jct, Foot Harrison L,,,,T-069,Walton-Two Medicine,4811,2.99,Yes,Harrison Creek,,Harrison Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46355,,{D9057273-9ACE-4538-B73C-235EF06B22C8},,Yes,,{E6BFC4EA-AEED-402E-972E-2D030D616341},0.061092962
287,1,69,2,Harrison Creek,Trimble Pro XRS, ,20050923,dGPS,HLT,Foot Harrison L, Harrison Lake CG,,,,T-069,Walton-Two Medicine,2967,1.84,Yes,Harrison Creek,,Harrison Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46355,,{A29A8216-6329-4A54-8AD4-3F13E2A2BCEB},,Yes,,{C564A2B1-A6BE-4EBE-90B2-FAC47B83FA88},0.034755225
288,1,69,3,Harrison Creek,Garmin GPS, ,20120918,Digitized,HLT,Harrison Lake CG, Harrison Patrol Cabin,,,,T-069,Walton-Two Medicine,862,0.54,Yes,Harrison Creek,,Harrison Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,46355,,{9A49F400-97D1-4762-81E3-3C660FF74A81},,Yes,,{022F1ECA-BF9D-42D2-A64D-C76FE6F8390F},0.010460478
289,1,113,5,Piegan Pass,Trimble Pro XRS,Continental Divide Trail,20050928,dGPS,PPTM,Going to Sun Road, Siyeh Bend Tr Jct,,,,T-113,Saint Mary,2267,1.41,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46416,,{86981C5E-C60C-4B5A-AA85-3655A65E62A9},Continental Divide Trail,Yes,,{5A16DB7F-9048-4AB7-922A-374F6EC9F992},0.02419232
290,1,113,2,Piegan Pass,DOQQ 1991, ,20040203,Imagery-old,PPTM,Siyeh Pass Tr Jct, St Mary Lake Tr Jct,,,,T-113,Saint Mary,2008,1.25,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQQ 1991,,,,46416,,{537ABF65-9889-4B94-84A7-0DAA41D19FC5},,Yes,,{D7ADDAE9-A762-4A80-AEFF-E1F78DCAF636},0.024449904
291,1,117,1,Siyeh Pass,Trimble Pro XRS, ,20041015,dGPS,SYPT,Piegan Pass Tr Jct, Going to Sun Road at Baring Cr,,,,T-117,Saint Mary,354,0.22,Yes,Siyeh Pass,,Siyeh Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46418,,{EB813124-3167-49A6-AAA4-82B5601B8786},,Yes,,{30B9E643-324B-49A8-A423-97BA11248ABB},0.004535298
292,1,52,4,Gunsight Pass,2009 Border Imagery, ,20120917,Imagery,GPTS,Snyder Lake Tr Jct, Sperry Glacier Tr Jct,,,,T-052,Lake McDonald,6987,4.34,Yes,Gunsight Pass,,Gunsight Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46153,,{B0454698-F38F-4D1D-A19B-5928CDD75AC9},,Yes,,{DB659BE9-A675-4F96-8B13-5066220F3CD5},0.087760725
293,1,52,1,Gunsight Pass,Trimble GeoXT, ,20051011,dGPS,SPRT,Going to Sun Road, Avalanche Campground Tr Jct,,,,T-052,Lake McDonald,207,0.13,Yes,Gunsight Pass,,Gunsight Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46153,,{9F1FEA52-1543-4BA1-BBB9-437D2459117A},,Yes,,{EB7D1349-6FB3-45C5-9BE2-BAA6ED60E256},0.002528252
294,1,52,2,Gunsight Pass,Trimble GeoXT, ,20051011,dGPS,SPRT,Avalanche Campground Tr Jct, Mt Brown Tr Jct,,,,T-052,Lake McDonald,2399,1.49,Yes,Gunsight Pass,,Gunsight Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46153,,{A041C195-E77C-41EA-94A9-92C0B8D6AFD6},,Yes,,{E9F2ED16-2E9E-4241-BF9A-089B5F2D8C7C},0.027891809
295,1,52,5,Gunsight Pass,2009 Border Imagery, ,20120917,Imagery,GPTS,Sperry Glacier Tr Jct, Sperry Chalets,,,,T-052,Lake McDonald,379,0.24,Yes,Gunsight Pass,,Gunsight Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46153,,{0F94448B-9052-48F8-B79E-549047C5E2DB},,Yes,,{FB8924B1-18E3-40A0-B131-260737DEC95A},0.004475052
296,1,107,1,Red Eagle,Trimble Pro XRS, ,20050917,dGPS,RELT,1910 Ranger Station, End of Old Road,,,,T-107,Saint Mary,6581,4.09,Yes,Red Eagle,,Red Eagle,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46412,,{E2D53229-C02E-4334-B2DD-DE221140A4F3},,Yes,,{6659CD49-48BE-438F-B118-A16372925FEB},0.068329236
297,1,107,2,Red Eagle,Trimble Pro XRS, ,20050918,dGPS,RELT,Red Eagle Rd, Red Eagle Cr,,,,T-107,Saint Mary,624,0.39,Yes,Red Eagle,,Red Eagle,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46412,,{16DE559D-6CD9-4664-A96E-A024F969CD70},,Yes,,{DD65D4E9-D506-43E0-B2EF-0FBD79DAD659},0.007490931
298,1,107,3,Red Eagle,Trimble Pro XRS, ,20050918,dGPS,RELT,Red Eagle Cr, St Mary Lake Tr Jct,,,,T-107,Saint Mary,1389,0.86,Yes,Red Eagle,,Red Eagle,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46412,,{C49A2A56-FD14-42DC-9806-B1BBF5F9B7BE},,Yes,,{A6BE6C13-1DB8-45AF-85D4-7F248585F9F1},0.015184656
299,1,109,1,St Mary Lake,Trimble Pro XRS,Continental Divide Trail,20050918,dGPS, ,Red Eagle Tr Jct, Virginia Falls Viewpoint Tr Jct,,,,T-109,Saint Mary,14208,8.83,Yes,St Mary Lake,,St Mary Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46413,,{33A49FC1-DC21-48D3-A8DB-A4C92188D4BA},Continental Divide Trail,Yes,,{DD2D6314-0E8B-4D9E-B6E5-8E25EFEA9027},0.170994611
300,1,104,3,Triple Divide,Trimble Pro XRS,Continental Divide Trail,20060808,dGPS,RELT,Medicine Grizzly Tr Jct, Triple Divide Pass,,,,T-104,Saint Mary,4136,2.57,Yes,Triple Divide,,Triple Divide,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46410,,{50F1243C-D6F6-44F4-B839-605E23309225},Continental Divide Trail,Yes,,{488575DC-35C5-435D-95A3-E139060BFDBD},0.053836883
301,1,104,2,Triple Divide,Trimble Pro XRS,Continental Divide Trail,20060808,dGPS,RELT,Atlantic Creek CG, Medicine Grizzly Tr Jct,,,,T-104,Saint Mary,684,0.43,Yes,Triple Divide,,Triple Divide,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46410,,{A66E64DD-5487-4ECB-9ECE-E1265BFE1B0A},Continental Divide Trail,Yes,,{E4490467-F99C-4597-BE59-19E7C81D9B18},0.008751134
302,1,104,1,Triple Divide,Trimble Pro XRS,Continental Divide Trail,20060808,dGPS,RELT,Pitamakan Pass Tr Jct, Atlantic Creek CG,,,,T-104,Saint Mary,435,0.27,Yes,Triple Divide,,Triple Divide,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46410,,{9B5DEB35-237F-42FD-BB1A-97932B95080F},Continental Divide Trail,Yes,,{1DE12803-E47F-4E71-92BF-6D86C5A6D447},0.005684389
303,1,102,8,Pitamakan Pass,Trimble Pro XRS, ,20060808,dGPS,CBV,Triple Divide Tr Jct, Mad Wolf Boundary Tr Jct,,,,T-102,Saint Mary,5760,3.58,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46408,,{942169FA-5299-4B6A-BEAE-44A88DD5FD66},,Yes,,{E5EB7267-875C-4311-BB19-536E697F94FB},0.069489596
304,1,102,9,Pitamakan Pass,Trimble Pro XRS, ,20060808,dGPS,CBV,Mad Wolf Boundary Tr Jct, Cut Bank CG,,,,T-102,Saint Mary,435,0.27,Yes,Pitamakan Pass,,Pitamakan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46408,,{A72400D9-93A7-46A1-9FF2-D93151C12453},,Yes,,{55E78DB3-1A7B-4ABB-8E8D-3EE5C2A9CA3D},0.005410619
305,1,98,7,Two Med South Shore,Trimble Pro XRS, ,20060816,dGPS,UTM,Twin Falls Tr Jct, Upper Two Medicine Lake CG,,,,T-098,Walton-Two Medicine,1950,1.21,Yes,Two Med South Shore,,Two Med South Shore,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46404,,{DE48A287-40B8-42AE-8F77-120939B590A1},,Yes,,{CF27BFED-ADC2-41C5-8B8A-6E3552BDCA47},0.024271268
306,1,287,3,Rocky Point,Trimble Pro XRS,Fire Interpretive Trail,20061012,dGPS,MCDL,Rocky Point, McDonald Lake Tr Jct,,,,T-287,Lake McDonald,381,0.24,Yes,Rocky Point,,Rocky Point,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46685,,{31ADBB00-3D13-4E5D-AE86-9D16021177F1},,Yes,,{CFBF1908-A89D-48F9-B3C0-C18E9348F1F6},0.004325835
